1,0.541836184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277720827,0.150929967,0,0,0,0,0,0,0,0,0,0,0,0.113237373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229524963,0,0,0,0,0,0.148045952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166851623,0.141722218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144033093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508472194,0.120265405
0.541836184,1,0.036427622,0.035884164,0.03428247,0.024606859,0,0,0,0,0,0,0,0,0,0,0.038422152,0.051029563,0,0,0,0,0,0,0.026978232,0.027664693,0,0,0,0,0,0,0,0,0,0,0,0,0.04955577,0.030253189,0,0,0,0,0,0.034597913,0.052536144,0.154941118,0,0,0.033228289,0.035733731,0,0,0,0.035512302,0,0,0,0,0,0.037012704,0,0,0,0,0,0,0,0,0.154822068,0.188665681,0.046841087,0,0,0,0.202232688,0,0,0,0.03643213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034884044,0,0,0.033442992,0,0.033098246,0,0,0,0,0.040406401,0.091071393,0.039890427,0.044248365,0,0,0,0,0,0,0,0.30601247,0,0,0,0.071041713,0,0.185060601,0,0,0,0,0,0,0.035551454,0.042550575,0.044917261,0.026624034,0,0,0,0,0.239288783,0.031823458,0,0,0,0,0.036040475,0.078702639,0,0,0,0,0.042657178,0.03623261,0,0,0,0,0,0,0.037230983,0,0,0,0.040682305,0,0.043128198,0.192031064,0.031602205,0.030170134,0,0.039590959,0,0.063313812,0,0.023991308,0,0,0,0,0,0,0,0.032902393,0,0.033643108,0,0.042903829,0,0.039413501,0.046431764,0,0.057297089,0.033376366,0.041826647,0.04281801,0,0,0.050838431,0.04223429,0,0,0,0,0.20850034,0.061493951
0,0.036427622,1,0.798995335,0.051238411,0.036777291,0.028390659,0,0,0,0.120622751,0,0.024638749,0.025441361,0.073261907,0.027271724,0.057425559,0.076268534,0,0,0.111414254,0.134069449,0,0,0.070674612,0.041347514,0,0,0.13915183,0,0,0.022938108,0.019160521,0,0.084285068,0.018897723,0.067829248,0.060310164,0.07406581,0.096486476,0.045715889,0,0.021568082,0.01598938,0.045016371,0.071417156,0.048595199,0.023867429,0,0.050147443,0.030735703,0.033053201,0,0.102097533,0.121834387,0.167811313,0,0,0.026838707,0.022340734,0,0.055319005,0,0,0.025462505,0.022584577,0,0.078316185,0,0.021813028,0,0,0.070008459,0.196327965,0,0.066687356,0,0,0,0.122626435,0.054451283,0,0,0.017674939,0,0,0.024126217,0.014777232,0,0.131595985,0,0,0,0.115942744,0.052137521,0,0.143977629,0.158032913,0.022620933,0.049468475,0,0.059509231,0.025110579,0.031676729,0.037375356,0.101531462,0.036898087,0.040929119,0.017583515,0.019101352,0,0,0,0.022229678,0.022567163,0.087703143,0,0,0,0.106178595,0,0,0,0,0,0,0,0.067996751,0.032884597,0.039358687,0.067133118,0.039792151,0,0,0,0.024271768,0.036860507,0.047563184,0,0.018026417,0.058312933,0.064805888,0.033336935,0.087742086,0,0.017441635,0,0.01963627,0.063755208,0.033514658,0.021453885,0.021112244,0.024270672,0,0,0,0.155399786,0.317690694,0.031768186,0.166700103,0.060803573,0.022633143,0.137548734,0.117440868,0.029231598,0.027906952,0.14277189,0.059172453,0.145246087,0.197480255,0.123243182,0.167693367,0.07434686,0.058117467,0.053676215,0.103259394,0,0,0,0.156074026,0.021821161,0.197439341,0,0.064123852,0,0.058907224,0.069396686,0,0.085635947,0.049884153,0.062513901,0.154330159,0.018367072,0.022674635,0.075982869,0.134697792,0,0,0.019990595,0.016343069,0,0.091908556
0,0.035884164,0.798995335,1,0.050473994,0.036228617,0.027967103,0,0,0,0.118823201,0,0.024271168,0.025061806,0.072168926,0.026864862,0.056568837,0.075130697,0,0,0.109752085,0.13206929,0,0,0.06962023,0.040730658,0,0,0.137075848,0,0,0.022595899,0.018874668,0,0.083027634,0.018615791,0.066817315,0.059410408,0.072960835,0.095047011,0.045033862,0,0.021246312,0.015750837,0.04434478,0.070351696,0.047870215,0.023511355,0,0.049399302,0.030277162,0.032560087,0,0.100574358,0.120016761,0.165307765,0,0,0.026438305,0.022007436,0,0.054493711,0,0,0.025082635,0.022247641,0,0.077147799,0,0.021487604,0,0,0.068964015,0.193398983,0,0.065692459,0,0,0,0.120796993,0.053638934,0,0,0.01741125,0,0,0.023766282,0.014556773,0,0.129632727,0,0,0,0.114213014,0.051359691,0,0.141829652,0.155675248,0.022283456,0.048730464,0,0.058621423,0.024735959,0.031204149,0.036817759,0.100016732,0.036347611,0.040318505,0.01732119,0.018816382,0,0,0,0.021898038,0.022230488,0.086394715,0,0,0,0.104594535,0,0,0,0,0,0,0,0.066982319,0.032393998,0.038771501,0.06613157,0.039198498,0,0,0,0.023909661,0.036310591,0.046853598,0,0.017757484,0.057442973,0.06383906,0.032839587,0.086433077,0,0.017181426,0,0.01934332,0.062804055,0.033014658,0.021133818,0.020797274,0.023908582,0,0,0,0.153081403,0.152735964,0.031294242,0.164213134,0.059896456,0.022295483,0.135496669,0.115688789,0.028795497,0.027490613,0.140641901,0.05828967,0.143079186,0.194534082,0.121404538,0.165191579,0.073237692,0.057250423,0.052875429,0.101718886,0,0,0,0.153745585,0.021495615,0.194493778,0,0.063167199,0,0.058028398,0.068361369,0,0.08435836,0.04913994,0.061581267,0.152027734,0.018093056,0.022336356,0.074849293,0.132688259,0,0,0.019692359,0.016099249,0,0.090537389
0,0.03428247,0.051238411,0.050473994,1,0.261907232,0.026718788,0,0,0,0,0,0.023187821,0.023943169,0.017344424,0.025665745,0.054043879,0.071777228,0,0,0,0.021360618,0,0,0.130616202,0.159440161,0,0,0,0,0,0.021587328,0.018032195,0,0.019954107,0.017784873,0,0,0.069704218,0.042553569,0.043023769,0,0.142112439,0.10535428,0.042365445,0.067211539,0.045733522,0.022461923,0,0,0.028925737,0.031106763,0,0,0.017185113,0.049950939,0,0,0.025258227,0.021025131,0,0.052061377,0,0.118341215,0.023963068,0.021254615,0,0,0,0.020528502,0,0,0.065885797,0,0,0,0,0,0,0.019537459,0.051244753,0,0,0.016634097,0,0,0.022705471,0.013907029,0,0.013943427,0,0,0,0,0.049067244,0,0.020308485,0.047040287,0.021288831,0.046555373,0,0,0.023631866,0.029811348,0.165165721,0.095552472,0.03472523,0.038518883,0.016548056,0.017976511,0,0,0,0.020920616,0.021238227,0.082538475,0,0,0,0.099925944,0,0,0,0,0,0,0,0.016097922,0.030948087,0.03704093,0.063179779,0.037448868,0,0,0,0.022842451,0.034689863,0.044762281,0,0.016964876,0,0,0.031373788,0.082575125,0,0.114923213,0,0.018479929,0.060000788,0.031541045,0.020190507,0.019868985,0.022841419,0,0,0,0.052368404,0.01681277,0.029897419,0.018076146,0.057222969,0.021300321,0.060663317,0.051795115,0.027510206,0.026263566,0.023556876,0.055687903,0.02396511,0.106026211,0.017383827,0.123789021,0,0,0,0.013981711,0,0,0,0.063917742,0.020536155,0.047321766,0,0.060347723,0,0.211950292,0.06531005,0,0.080593013,0.046946572,0.224927244,0.037273736,0.01728547,0.02133937,0.071508385,0.059405961,0,0,0.018813388,0.015380657,0,0.08649624
0,0.024606859,0.036777291,0.036228617,0.261907232,1,0.075470538,0,0.025989397,0,0.050845691,0,0.016643476,0.049815551,0.012449272,0.01842205,0.254434091,0.051519397,0,0.051199735,0,0.04444236,0.059998426,0.039848231,0.127974582,0.262804952,0.036153851,0.097647803,0,0.0274573,0,0.145100873,0.072652629,0.024157232,0.014322419,0.037002757,0.029239876,0.025998544,0.220431118,0.154103521,0.076203534,0.037190447,0.057334166,0.094715153,0.075037512,0.087317653,0.032826058,0.072216281,0,0.021617592,0.045037034,0.022327438,0,0,0.048541487,0.035853185,0.056086513,0.101216981,0.018129547,0.015091166,0.048117937,0.079170649,0,0.026873502,0.049856953,0.015255882,0.132907211,0.081383906,0,0.042711081,0,0,0.100193687,0.071707951,0.076599596,0.028747628,0.032387515,0.06885662,0.025555043,0.014023363,0.074835624,0.076101972,0.091597909,0.044350561,0.156172936,0.04410726,0.064134425,0.00998202,0,0.010008145,0,0.023807017,0,0,0.074617419,0.048554446,0.01457678,0.07153499,0.015280441,0.057596019,0,0.025653277,0.066751143,0.021397631,0.070882601,0.090762035,0.069977458,0.077622336,0.099864058,0.012902964,0.064114625,0.145540472,0,0.015016148,0.015244119,0.059243475,0.049556496,0,0,0.097673555,0.041076122,0,0.076838988,0.045412479,0,0,0,0.011554573,0.022213546,0.175639991,0.092265021,0.253907146,0,0,0.049556496,0.095651186,0.024899273,0.068070786,0.055947416,0.068352347,0.06399948,0.043189049,0.103928322,0.286252191,0,0.034151658,0,0.013264301,0.189745199,0.063560763,0.057030598,0.056122418,0.047523279,0,0.073602833,0.034987062,0.064787615,0.070402314,0.02145941,0.075692616,0.041072815,0.015288688,0.043542186,0.1421337,0.019745945,0.018851147,0.066539325,0.039970994,0.067692433,0.099229305,0.012477555,0.033452759,0,0,0,0.029089994,0.053296859,0.043291775,0,0.139658966,0.014740195,0.033966049,0.079458623,0.136585386,0.042688776,0.06858553,0.25503361,0.050545513,0.057847085,0.128828558,0.042228142,0.075113147,0.012406957,0.015316717,0.108744056,0.042639697,0,0.079138804,0.092777856,0.126779118,0,0.202535099
0,0,0.028390659,0.027967103,0.026718788,0.075470538,1,0,0,0,0.051495176,0,0.033712147,0.192141288,0.02521659,0.037314734,0.11784277,0.039770999,0,0.051853743,0,0.031055625,0,0,0.092576388,0.053205078,0,0,0,0,0,0.077447595,0.026216522,0,0.029010738,0.025856947,0,0,0.095306265,0.02357848,0.364308268,0.115895352,0.072821875,0.086094613,0.358733836,0.314093289,0,0.029514537,0,0,0,0.125871994,0,0,0.189888253,0.112044361,0,0.10413561,0.036722255,0.030567871,0.048732578,0.071183287,0,0,0.192300976,0.170565939,0,0.032050565,0.154886679,0.164738961,0,0,0.201366389,0.184447908,0.047107113,0,0,0,0,0.028404984,0.028394173,0.029970437,0.148295729,0.024183864,0.164036291,0.044670671,0.081459091,0.020219054,0,0.020271972,0,0,0,0,0.067089423,0.049174664,0.029525957,0.198092954,0.030951256,0.025795837,0,0,0.365852866,0.043341914,0.04621848,0.02365949,0.045628288,0.155734541,0.024058772,0.026135564,0.039429123,0.082538173,0.099745244,0.030415919,0.030877685,0.045733692,0.050189513,0,0.100923848,0.055367903,0.041600814,0,0.040429884,0,0,0,0,0.023404334,0,0,0.035007244,0.114454764,0,0,0.050189513,0.232048647,0,0.061203266,0.056662069,0.024664776,0.039358311,0.043740731,0.082449114,0.080461718,0,0.023864644,0,0.026867469,0.082038809,0.041444329,0.072436303,0.071282796,0.183299868,0.179617809,0,0,0.029016776,0.060318192,0.175965167,0.144959834,0.128356167,0.125365821,0.033612899,0.028699123,0,0,0.188911993,0.030856075,0.085978226,0.074017494,0.025273877,0.037396295,0,0,0,0.020327632,0.166087228,0.043844769,0,0.051286391,0.029856962,0.026220488,0.041808241,0.082513171,0.043234067,0.030717769,0.199606737,0.114964443,0.180777236,0.105305302,0.032598507,0.048976976,0.025130879,0.031024734,0.097773095,0.032916212,0,0,0.331399795,0.270931891,0,0.349562749
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.089315805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066968986,0.05863542,0,0,0,0,0,0.060560367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067164857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061743991,0.044405597,0.071408689,0,0,0,0,0.043966948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074711932,0,0,0,0,0,0,0,0,0,0.071155446,0.066140339,0.067144464,0,0,0,0.071996229,0,0,0,0,0.073683814,0,0,0,0,0,0,0,0.045121549,0,0,0,0,0.067536145,0,0,0,0,0,0,0,0,0.051894392,0,0,0,0,0,0,0,0,0,0,0,0.053153422,0,0,0.06894705,0.067340773,0,0,0,0,0,0,0,0,0.329077778,0.405847707,0,0,0.053678218,0,0,0,0.083334346,0,0,0.057017247,0,0,0.06405761,0.066796721,0,0,0,0.056565182,0,0,0,0,0,0,0,0,0.059478356,0.04862581,0,0
0,0,0,0,0,0.025989397,0,0,1,0.639180306,0,0,0,0.047174083,0,0,0,0,0.217166318,0.233907572,0.041417877,0.042085805,0,0.039639137,0.028494005,0.029219035,0.103688569,0.033929237,0.051729228,0.078747024,0,0,0.035527973,0.034924866,0,0.035040686,0.083859416,0.074563339,0,0.031952966,0,0,0,0.029647955,0,0,0.054586668,0.026810127,0,0.061998849,0.035095222,0.037128445,0.047021966,0.037954417,0,0,0.033372137,0.045544242,0,0.040752,0.044267224,0,0,0.038851861,0.047213289,0,0.041177536,0.029594446,0,0.040446327,0,0,0,0,0.086287872,0.082447659,0.046823642,0.0409705,0.036945725,0,0,0.027673724,0.043779351,0,0,0,0,0,0,0,0.048642211,0.068278081,0.042268493,0.043101328,0,0,0,0,0.041263116,0.069347967,0.041504602,0.037087745,0,0,0,0.032062748,0,0,0,0,0.036407566,0.075594138,0.043624093,0,0.041165033,0,0.045590661,0,0.044139561,0.037516598,0,0,0.036725304,0.045174188,0.042785729,0.030063318,0,0,0.036939053,0,0,0,0.064406208,0,0.045590661,0.04500539,0,0,0,0.033425086,0.036342181,0.039732778,0.037447161,0.027708184,0,0.032340767,0,0,0,0.037646796,0,0,0.045003358,0.05298184,0.043794553,0,0.039322807,0.033125398,0,0.035614568,0,0,0,0,0,0,0,0,0,0.033435551,0,0,0,0,0,0.027547498,0.049031696,0,0.051090752,0,0,0,0.037977362,0,0.03927254,0.04162795,0,0.050280287,0,0,0,0,0,0,0,0,0,0,0,0.030303775,0,0
0,0,0,0,0,0,0,0,0.639180306,1,0,0,0,0,0,0,0,0,0.568875257,0.274890857,0.048674763,0,0,0.046584367,0,0,0.060429156,0,0.060792781,0.045893354,0,0,0,0,0,0,0.04887283,0.043455124,0,0,0,0,0,0,0,0,0.064150878,0.031507568,0,0.036132605,0,0.043633773,0.055260753,0.044604466,0,0,0,0.053524115,0,0.047892217,0.052023349,0,0,0,0,0,0.048392312,0,0,0,0,0,0,0,0.050288121,0.048050065,0,0,0,0,0,0,0.051449994,0,0,0,0,0,0,0,0.057164883,0.039792109,0.049674417,0.050653174,0,0,0,0,0.048492886,0.040415633,0.048776684,0,0,0,0,0,0,0,0,0,0,0.044055869,0.051267533,0,0.048377619,0,0.053578666,0,0.051873318,0,0,0,0.043159998,0.053089223,0.050282279,0.035330756,0,0,0.043411198,0,0,0,0.075690913,0,0.053578666,0,0,0,0,0,0,0.046694416,0.044008332,0,0,0,0,0,0,0.044242945,0,0,0,0.062264865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05762261,0,0.060042437,0,0,0,0.044631431,0,0.046153539,0,0,0.059089969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
